"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/json,1,5362.549999999999,0.056719700964111705
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/json,2,2352.8599999999997,0.044542926659714974
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/json,3,1597.48,0.0024258793812757806
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/json,4,1218.7649999999999,0.004086230144374673
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/json,5,962.765,0.005488840052909483
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/json,6,802.3,0.012066850849263488
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/db,1,1626.67,0.06850203458799593
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/db,2,1179.54,0.03649861878453036
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/db,3,951.49,0.0519020515130421
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/db,4,800.56,0.012493872472001837
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/db,5,672.46,0.003276930409914102
"cpu=1, rails_thread=1, service=rails-mri",http://rails-mri:8080/db,6,582.31,0.01357689880434584
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/json,1,5594.655000000001,0.03605254394887539
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/json,2,5292.77,0.028326575162838846
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/json,3,3670.835,1.143053462565929
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/json,4,2557.6549999999997,0.013735084894555912
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/json,5,1655.0,0.01119976927513932
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/json,6,1662.5349999999999,0.00750838926174495
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/db,1,1627.5149999999999,0.02910539406671352
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/db,2,1546.2,0.029929476520841707
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/db,3,1179.67,0.20407697226197374
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/db,4,1008.235,0.014415296397674436
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/db,5,846.34,0.019631930551168172
"cpu=1, rails_thread=2, service=rails-mri",http://rails-mri:8080/db,6,815.3599999999999,0.07566495952420288
"cpu=1, rails_thread=3, service=rails-mri",http://rails-mri:8080/json,1,5292.610000000001,0.05039786770801844
"cpu=1, rails_thread=3, service=rails-mri",http://rails-mri:8080/json,2,5932.655000000001,0.011268346890100594
"cpu=1, rails_thread=3, service=rails-mri",http://rails-mri:8080/json,3,4660.705,0.15498366061584934
"cpu=1, rails_thread=3, service=rails-mri",http://rails-mri:8080/json,4,4642.51,0.21232561741264488
"cpu=1, rails_thread=3, service=rails-mri",http://rails-mri:8080/json,5,2468.285,0.021406899426450552
"cpu=1, rails_thread=3, service=rails-mri",http://rails-mri:8080/json,6,2488.285,0.035833254396766746
"cpu=1, rails_thread=3, service=rails-mri",http://rails-mri:8080/db,1,1710.24,0.00817246723967878
"cpu=1, rails_thread=3, service=rails-mri",http://rails-mri:8080/db,2,1405.1599999999999,0.013234171308995298
"cpu=1, rails_thread=3, service=rails-mri",http://rails-mri:8080/db,3,1294.415,0.018894058587651943
"cpu=1, rails_thread=3, service=rails-mri",http://rails-mri:8080/db,4,1011.505,0.004055014010023975
"cpu=1, rails_thread=3, service=rails-mri",http://rails-mri:8080/db,5,1053.7150000000001,0.0014340525755964053
"cpu=1, rails_thread=3, service=rails-mri",http://rails-mri:8080/db,6,1043.455,0.038397187652742915
"cpu=1, rails_thread=4, service=rails-mri",http://rails-mri:8080/json,1,5646.93,0.015288833691107796
"cpu=1, rails_thread=4, service=rails-mri",http://rails-mri:8080/json,2,6175.125,0.02634191161390342
"cpu=1, rails_thread=4, service=rails-mri",http://rails-mri:8080/json,3,6287.0,0.025947074670344687
"cpu=1, rails_thread=4, service=rails-mri",http://rails-mri:8080/json,4,5017.625,0.10892809858651747
"cpu=1, rails_thread=4, service=rails-mri",http://rails-mri:8080/json,5,3929.3900000000003,1.3055222568528733
"cpu=1, rails_thread=4, service=rails-mri",http://rails-mri:8080/json,6,2557.895,0.004513043749609823
"cpu=1, rails_thread=4, service=rails-mri",http://rails-mri:8080/db,1,1756.755,0.06960606560079108
"cpu=1, rails_thread=4, service=rails-mri",http://rails-mri:8080/db,2,1415.28,0.04564573245645722
"cpu=1, rails_thread=4, service=rails-mri",http://rails-mri:8080/db,3,1415.495,0.00711696174017099
"cpu=1, rails_thread=4, service=rails-mri",http://rails-mri:8080/db,4,1320.225,0.006334848461968333
"cpu=1, rails_thread=4, service=rails-mri",http://rails-mri:8080/db,5,1377.345,0.01778081600345401
"cpu=1, rails_thread=4, service=rails-mri",http://rails-mri:8080/db,6,1044.1100000000001,0.009000505324981005
"cpu=2, rails_thread=1, service=rails-mri",http://rails-mri:8080/json,1,5441.835,0.03744603899045656
"cpu=2, rails_thread=1, service=rails-mri",http://rails-mri:8080/json,2,2355.995,0.07619639308579301
"cpu=2, rails_thread=1, service=rails-mri",http://rails-mri:8080/json,3,1657.3200000000002,0.02331799147855602
"cpu=2, rails_thread=1, service=rails-mri",http://rails-mri:8080/json,4,1212.5900000000001,0.018040357811524913
"cpu=2, rails_thread=1, service=rails-mri",http://rails-mri:8080/json,5,956.77,0.028236790502941315
"cpu=2, rails_thread=1, service=rails-mri",http://rails-mri:8080/json,6,806.2349999999999,0.007894444238538214
"cpu=2, rails_thread=1, service=rails-mri",http://rails-mri:8080/db,1,1748.49,0.013310841542261283
"cpu=2, rails_thread=1, service=rails-mri",http://rails-mri:8080/db,2,1190.52,0.040715567039152134
"cpu=2, rails_thread=1, service=rails-mri",http://rails-mri:8080/db,3,967.69,0.02239820160425071
"cpu=2, rails_thread=1, service=rails-mri",http://rails-mri:8080/db,4,808.225,0.04057166408068273
"cpu=2, rails_thread=1, service=rails-mri",http://rails-mri:8080/db,5,679.605,0.014420369327444673
"cpu=2, rails_thread=1, service=rails-mri",http://rails-mri:8080/db,6,602.0699999999999,0.004427872290841243
"cpu=2, rails_thread=2, service=rails-mri",http://rails-mri:8080/json,1,4566.755,0.3260192478614195
"cpu=2, rails_thread=2, service=rails-mri",http://rails-mri:8080/json,2,4280.530000000001,0.028682396487212106
"cpu=2, rails_thread=2, service=rails-mri",http://rails-mri:8080/json,3,3191.775,1.4745135392570419
"cpu=2, rails_thread=2, service=rails-mri",http://rails-mri:8080/json,4,2456.635,0.02718581996872532
"cpu=2, rails_thread=2, service=rails-mri",http://rails-mri:8080/json,5,1520.105,0.11953139980083255
"cpu=2, rails_thread=2, service=rails-mri",http://rails-mri:8080/json,6,1500.71,0.11309770786968937
"cpu=2, rails_thread=2, service=rails-mri",http://rails-mri:8080/db,1,1590.005,0.07804403086996586
"cpu=2, rails_thread=2, service=rails-mri",http://rails-mri:8080/db,2,1484.21,0.01634311021750054
"cpu=2, rails_thread=2, service=rails-mri",http://rails-mri:8080/db,3,1059.77,0.12840844871432613
"cpu=2, rails_thread=2, service=rails-mri",http://rails-mri:8080/db,4,901.7750000000001,0.01861303248046918
"cpu=2, rails_thread=2, service=rails-mri",http://rails-mri:8080/db,5,855.355,0.008323452413096856
"cpu=2, rails_thread=2, service=rails-mri",http://rails-mri:8080/db,6,835.45,0.0243570795152232
"cpu=2, rails_thread=3, service=rails-mri",http://rails-mri:8080/json,1,5204.095,0.23809421413319512
"cpu=2, rails_thread=3, service=rails-mri",http://rails-mri:8080/json,2,4546.360000000001,0.06268318134385932
"cpu=2, rails_thread=3, service=rails-mri",http://rails-mri:8080/json,3,4344.085,0.05098805738310559
"cpu=2, rails_thread=3, service=rails-mri",http://rails-mri:8080/json,4,3149.075,0.7172848507858712
"cpu=2, rails_thread=3, service=rails-mri",http://rails-mri:8080/json,5,2261.8999999999996,0.16428806206960925
"cpu=2, rails_thread=3, service=rails-mri",http://rails-mri:8080/json,6,2278.9700000000003,0.12183733607683023
"cpu=2, rails_thread=3, service=rails-mri",http://rails-mri:8080/db,1,1597.045,0.1725990871803941
"cpu=2, rails_thread=3, service=rails-mri",http://rails-mri:8080/db,2,1201.62,0.12295267626315079
"cpu=2, rails_thread=3, service=rails-mri",http://rails-mri:8080/db,3,1192.6,0.16946809284726763
"cpu=2, rails_thread=3, service=rails-mri",http://rails-mri:8080/db,4,951.92,0.007034586718030344
"cpu=2, rails_thread=3, service=rails-mri",http://rails-mri:8080/db,5,1010.935,0.05772445195873122
"cpu=2, rails_thread=3, service=rails-mri",http://rails-mri:8080/db,6,1029.68,0.020131711772340577
"cpu=2, rails_thread=4, service=rails-mri",http://rails-mri:8080/json,1,3413.1000000000004,0.142278795638993
"cpu=2, rails_thread=4, service=rails-mri",http://rails-mri:8080/json,2,4641.215,0.06901524607703284
"cpu=2, rails_thread=4, service=rails-mri",http://rails-mri:8080/json,3,4491.795,0.08142976738623453
"cpu=2, rails_thread=4, service=rails-mri",http://rails-mri:8080/json,4,3984.8450000000003,0.17092105657416962
"cpu=2, rails_thread=4, service=rails-mri",http://rails-mri:8080/json,5,2876.01,0.6249828865584184
"cpu=2, rails_thread=4, service=rails-mri",http://rails-mri:8080/json,6,2172.1949999999997,0.09034444561662631
"cpu=2, rails_thread=4, service=rails-mri",http://rails-mri:8080/db,1,1536.225,0.07050966702832373
"cpu=2, rails_thread=4, service=rails-mri",http://rails-mri:8080/db,2,1327.57,0.014878282193911187
"cpu=2, rails_thread=4, service=rails-mri",http://rails-mri:8080/db,3,1274.275,0.093712004206237
"cpu=2, rails_thread=4, service=rails-mri",http://rails-mri:8080/db,4,1261.1999999999998,0.008054963278843912
"cpu=2, rails_thread=4, service=rails-mri",http://rails-mri:8080/db,5,1237.5349999999999,0.026204841469304883
"cpu=2, rails_thread=4, service=rails-mri",http://rails-mri:8080/db,6,1229.685,0.013545276115243874
"cpu=1, rails_thread=1, service=rails-truffle",http://rails-truffle:8080/json,1,549.425,0.19972374584617833
"cpu=1, rails_thread=1, service=rails-truffle",http://rails-truffle:8080/json,2,587.435,0.08795251381755477
"cpu=1, rails_thread=1, service=rails-truffle",http://rails-truffle:8080/json,3,480.61,0.005477973979623569
"cpu=1, rails_thread=1, service=rails-truffle",http://rails-truffle:8080/json,4,469.185,0.02060877085662451
"cpu=1, rails_thread=1, service=rails-truffle",http://rails-truffle:8080/json,5,297.68,0.6129257723312055
"cpu=1, rails_thread=1, service=rails-truffle",http://rails-truffle:8080/json,6,366.015,0.22887677739548767
"cpu=1, rails_thread=1, service=rails-truffle",http://rails-truffle:8080/db,1,196.35500000000002,0.07843616969222489
"cpu=1, rails_thread=1, service=rails-truffle",http://rails-truffle:8080/db,2,107.315,0.6344666748496379
"cpu=1, rails_thread=1, service=rails-truffle",http://rails-truffle:8080/db,3,204.585,0.29072892173328857
"cpu=1, rails_thread=1, service=rails-truffle",http://rails-truffle:8080/db,4,200.56,1.0998454404945905
"cpu=1, rails_thread=1, service=rails-truffle",http://rails-truffle:8080/db,5,401.405,0.30302074069824164
"cpu=1, rails_thread=1, service=rails-truffle",http://rails-truffle:8080/db,6,281.22,0.636641295389538
